"Indx","Call_ContractID","Call_Bid","Call_Ask","Call_Vol","Call_OI","Call_PrChg","Call_PrChgPct","Call_LastTrTime","Call_LastPr","Call_ImplVol","Call_ITM","Strike","Put_ITM","Put_ImplVol","Put_LastPr","Put_LastTrTime","Put_PrChgPct","Put_PrChg","Put_OI","Put_Vol","Put_Ask","Put_Bid","Put_ContractID"
1,"MSFT230915C00110000",223,224.6,1,4,0,0,2023-08-23 13:43:20,219.17,2.68164392089844,TRUE,110,FALSE,2.031254921875,0.01,2023-08-11 14:31:24,0,0,1764,1,0.03,0,"MSFT230915P00110000"
2,"MSFT230915C00115000",218.1,219.6,1,2,0,0,2023-08-10 15:08:16,208.45,2.63867527832031,TRUE,115,FALSE,2.07031732421875,0.01,2023-08-16 13:13:48,0,0,1477,1,0.06,0,"MSFT230915P00115000"
3,"MSFT230915C00120000",212.9,214.4,3,54,0,0,2023-08-18 10:08:27,192.91,2.2343794140625,TRUE,120,FALSE,1.8125009375,0.01,2023-07-26 13:53:51,0,0,2510,1,0.02,0,"MSFT230915P00120000"
4,"MSFT230915C00125000",207.95,209.75,20,265,0,0,2023-08-24 15:29:04,197.25,2.44336326660156,TRUE,125,FALSE,1.8125009375,0.01,2023-07-20 12:22:01,0,0,1153,6,0.03,0,"MSFT230915P00125000"
5,"MSFT230915C00130000",202.35,204.65,77,366,5.9799957,3.0224895,2023-09-05 15:15:06,203.83,2.85010053100586,TRUE,130,FALSE,1.8125009375,0.02,2023-07-27 14:58:26,0,0,3955,3,0.05,0,"MSFT230915P00130000"
6,"MSFT230915C00135000",198,200.45,60,295,0,0,2023-08-24 15:27:23,186.36,2.53808959228516,TRUE,135,FALSE,2.21289509277344,0.02,2023-07-27 15:58:43,0,0,1226,3,0.5,0,"MSFT230915P00135000"
7,"MSFT230915C00140000",101.25,105,4,315,0,0,2022-12-14 14:46:44,121.31,1e-05,TRUE,140,FALSE,1.609376953125,0.01,2023-08-07 13:05:38,0,0,754,1,0.03,0,"MSFT230915P00140000"
8,"MSFT230915C00145000",187.45,189.65,1,77,0,0,2023-08-22 13:20:10,178.22,0.500005,TRUE,145,FALSE,2.53320679199219,0.02,2023-07-21 15:52:21,0,0,372,1,2.13,0,"MSFT230915P00145000"
9,"MSFT230915C00150000",182.6,184.5,1,43,0,0,2023-08-29 10:17:10,176.35,0.500005,TRUE,150,FALSE,1.4375028125,0.01,2023-08-15 11:28:04,0,0,1201,3,0.02,0,"MSFT230915P00150000"
10,"MSFT230915C00155000",0,0,8,265,0,0,2023-05-16 14:39:54,159.36,1e-05,TRUE,155,FALSE,1.453127734375,0.01,2023-08-09 10:49:33,0,0,1529,2,0.04,0,"MSFT230915P00155000"
11,"MSFT230915C00160000",156.6,158.9,11,125,0,0,2023-07-18 12:34:47,206.45,1e-05,TRUE,160,FALSE,1.40625296875,0.01,2023-08-29 13:21:05,0,0,2077,3,0.04,0,"MSFT230915P00160000"
12,"MSFT230915C00165000",78.85,82.25,19,279,0,0,2022-12-14 14:47:16,98.57,1e-05,TRUE,165,FALSE,1.3984405078125,0.01,2023-08-30 14:24:07,0,0,1242,2,0.06,0,"MSFT230915P00165000"
13,"MSFT230915C00170000",157.5,159.5,1,183,0,0,2023-07-24 10:31:57,176.95,1e-05,TRUE,170,FALSE,1.73047009765625,0.01,2023-08-29 13:28:07,0,0,1712,20,0.61,0,"MSFT230915P00170000"
14,"MSFT230915C00175000",167.6,171.35,6,152,0,0,2023-06-23 11:20:02,162.39,3.54174919250488,TRUE,175,FALSE,1.66211106445313,0.01,2023-08-18 15:45:34,0,0,3248,5,0.61,0,"MSFT230915P00175000"
15,"MSFT230915C00180000",135,139,2,451,0,0,2023-07-19 10:33:15,179.2,1e-05,TRUE,180,FALSE,1.2109414453125,0.01,2023-08-22 14:57:59,0,0,2395,1,0.05,0,"MSFT230915P00180000"
16,"MSFT230915C00185000",148,149.95,1,266,0,0,2023-08-28 10:53:44,137.85,1.60449416503906,TRUE,185,FALSE,1.53125234375,0.01,2023-08-15 12:34:14,0,0,1664,2,0.61,0,"MSFT230915P00185000"
17,"MSFT230915C00190000",143.1,145,3,215,0,0,2023-08-22 14:40:10,134.35,1.57715055175781,TRUE,190,FALSE,0.9687503125,0.01,2023-08-31 14:29:49,0,0,2733,20,0.01,0,"MSFT230915P00190000"
18,"MSFT230915C00195000",137.65,140.25,3,42,0,0,2023-08-31 10:44:58,134.35,1.46191675292969,TRUE,195,FALSE,0.937500625,0.01,2023-08-24 12:33:47,0,0,1509,1,0.01,0,"MSFT230915P00195000"
19,"MSFT230915C00200000",133.1,134.75,8,4167,4.4900055,3.4806244,2023-09-05 15:19:26,133.49,1.38672181640625,TRUE,200,FALSE,0.500005,0.01,2023-09-01 10:34:04,0,0,7718,17,0,0,"MSFT230915P00200000"
20,"MSFT230915C00205000",128.05,130.65,3,128,0,0,2023-08-18 15:24:57,112,1.49707282714844,TRUE,205,FALSE,0.8437515625,0.01,2023-09-05 11:17:15,0,0,3091,26,0.01,0,"MSFT230915P00205000"
21,"MSFT230915C00210000",123.05,124.8,10,471,0,0,2023-08-23 13:58:35,119.85,1.26855834472656,TRUE,210,FALSE,0.812501875,0.01,2023-09-05 11:16:49,-50,-0.01,5549,2,0.01,0,"MSFT230915P00210000"
22,"MSFT230915C00215000",118.1,119.75,4,2646,0,0,2023-08-29 14:24:22,113.05,1.2109414453125,TRUE,215,FALSE,0.7812521875,0.01,2023-09-05 11:18:38,-50,-0.01,2577,551,0.01,0,"MSFT230915P00215000"
23,"MSFT230915C00220000",112.5,115.25,5,208,0,0,2023-08-22 13:33:39,103.69,1.13086372070313,TRUE,220,FALSE,0.73437765625,0.01,2023-09-05 12:53:41,-50,-0.01,4586,247,0.01,0,"MSFT230915P00220000"
24,"MSFT230915C00225000",108.2,110.05,1,5845,0,0,2023-08-28 15:53:33,99.1,1.17676192871094,TRUE,225,FALSE,0.76562734375,0.01,2023-09-05 14:21:09,-50,-0.01,7809,431,0.03,0,"MSFT230915P00225000"
25,"MSFT230915C00230000",103.1,105.6,3,1082,0,0,2023-08-31 12:58:19,97.82,1.18603922607422,TRUE,230,FALSE,0.7187528125,0.01,2023-09-05 12:41:13,-50,-0.01,4973,74,0.02,0.01,"MSFT230915P00230000"
26,"MSFT230915C00235000",97.55,99.65,3,4119,9.779999,10.98136,2023-09-05 13:49:02,98.84,0.76562734375,TRUE,235,FALSE,0.679690703125,0.02,2023-09-05 15:24:40,0,0,8004,409,0.02,0.01,"MSFT230915P00235000"
27,"MSFT230915C00240000",93.15,94.65,2,1463,5.220001,5.8983064,2023-09-05 15:56:54,93.72,0.930664755859375,TRUE,240,FALSE,0.664065859375,0.02,2023-09-05 15:57:20,-33.333336,-0.01,6645,166,0.03,0.01,"MSFT230915P00240000"
28,"MSFT230915C00245000",87.65,90.8,11,1485,4.8099976,5.6923046,2023-09-05 15:58:36,89.31,0.981445498046875,TRUE,245,FALSE,0.62500375,0.03,2023-09-05 11:36:46,0,0,5371,6,0.03,0.01,"MSFT230915P00245000"
29,"MSFT230915C00250000",82.5,85.9,2,3519,5.5999985,7.1201506,2023-09-05 12:09:41,84.25,0.920410952148437,TRUE,250,FALSE,0.5976602734375,0.03,2023-09-05 15:05:37,-25,-0.01,11230,75,0.03,0.02,"MSFT230915P00250000"
30,"MSFT230915C00255000",77.4,79.75,10,1532,0,0,2023-09-01 13:05:03,73.72,0.5585981640625,TRUE,255,FALSE,0.795412202148437,0.03,2023-09-05 11:41:15,-25,-0.01,8427,302,0.79,0,"MSFT230915P00255000"
31,"MSFT230915C00260000",72.6,74.9,1,3040,0.17999268,0.2574634,2023-09-05 09:57:49,70.09,0.670901728515625,TRUE,260,FALSE,0.666995517578125,0.04,2023-09-05 15:23:50,0,0,11735,33,0.35,0.03,"MSFT230915P00260000"
32,"MSFT230915C00265000",67.2,69.85,2,1539,6.4000015,10.131394,2023-09-05 14:59:01,69.57,0.878419184570312,TRUE,265,FALSE,0.577152666015625,0.04,2023-09-05 13:49:28,-20.000004,-0.010000002,9732,46,0.2,0.02,"MSFT230915P00265000"
33,"MSFT230915C00270000",62.4,64.9,7,3771,5.59,9.505186,2023-09-05 15:51:03,64.4,0.528325029296875,TRUE,270,FALSE,0.51367673828125,0.04,2023-09-05 14:56:33,-33.333336,-0.02,4693,294,0.12,0.04,"MSFT230915P00270000"
34,"MSFT230915C00275000",57.5,59.9,39,2676,3.8799973,7.0238905,2023-09-05 14:05:00,59.12,0.51562984375,TRUE,275,FALSE,0.4570366796875,0.04,2023-09-05 15:49:58,-33.333336,-0.02,5678,315,0.06,0.04,"MSFT230915P00275000"
35,"MSFT230915C00280000",53.15,54.35,13,7601,5.1899986,10.523111,2023-09-05 15:40:43,54.51,0.634036862792969,TRUE,280,FALSE,0.41992767578125,0.05,2023-09-05 15:59:37,-28.571426,-0.02,6022,101,0.06,0.05,"MSFT230915P00280000"
36,"MSFT230915C00285000",48.5,51,43,2373,5.9100037,13.611248,2023-09-05 15:30:26,49.33,0.638431350097656,TRUE,285,FALSE,0.395513857421875,0.06,2023-09-05 15:49:58,-40.000004,-0.040000003,4186,322,0.08,0.05,"MSFT230915P00285000"
37,"MSFT230915C00287500",45.7,47.3,24,259,4.700001,11.257486,2023-09-05 14:40:31,46.45,0.616947189941406,TRUE,287.5,FALSE,0.370123486328125,0.06,2023-09-05 15:55:29,-40.000004,-0.040000003,636,326,0.07,0.06,"MSFT230915P00287500"
38,"MSFT230915C00290000",43.45,44.7,44,5063,5.299999,13.607186,2023-09-05 15:30:19,44.25,0.576908527832031,TRUE,290,FALSE,0.35742830078125,0.07,2023-09-05 15:59:10,-36.363636,-0.04,5840,561,0.08,0.06,"MSFT230915P00290000"
39,"MSFT230915C00292500",40.75,42.35,9,374,5.199997,13.9973,2023-09-05 11:19:15,42.35,0.566898862304688,TRUE,292.5,FALSE,0.33789724609375,0.07,2023-09-05 14:24:13,-46.153843,-0.059999995,174,204,0.08,0.07,"MSFT230915P00292500"
40,"MSFT230915C00295000",38.35,39.9,52,2157,5.9300003,17.638311,2023-09-05 15:39:35,39.55,0.544316080322266,TRUE,295,FALSE,0.3242255078125,0.07,2023-09-05 15:54:40,-53.333336,-0.080000006,5119,402,0.09,0.07,"MSFT230915P00295000"
41,"MSFT230915C00297500",35.9,37.4,43,227,4.5,13.996889,2023-09-05 15:54:40,36.65,0.516118120117187,TRUE,297.5,FALSE,0.317389638671875,0.09,2023-09-05 15:06:11,-47.058823,-0.08,648,234,0.12,0.08,"MSFT230915P00297500"
42,"MSFT230915C00300000",33.5,34.9,123,12572,4.5999985,15.593216,2023-09-05 15:27:41,34.1,0.487798090820313,TRUE,300,FALSE,0.293464096679687,0.11,2023-09-05 15:58:35,-45,-0.09,21857,1037,0.11,0.1,"MSFT230915P00300000"
43,"MSFT230915C00302500",30.9,32.45,21,200,5.700001,21.509438,2023-09-05 14:51:31,32.2,0.464238756103516,TRUE,302.5,FALSE,0.280768911132812,0.12,2023-09-05 15:51:38,-53.84615,-0.13999999,759,368,0.13,0.1,"MSFT230915P00302500"
44,"MSFT230915C00305000",28.4,29.95,175,3083,5.83,24.475231,2023-09-05 15:39:35,29.65,0.43555251953125,TRUE,305,FALSE,0.266608896484375,0.14,2023-09-05 15:59:01,-54.83871,-0.17,7717,1066,0.15,0.13,"MSFT230915P00305000"
45,"MSFT230915C00307500",25.9,27.5,14,227,5.1000004,23.720932,2023-09-05 13:03:02,26.6,0.411138701171875,TRUE,307.5,FALSE,0.342535871582031,0.17,2023-09-05 15:59:36,-57.5,-0.23,1456,232,0.75,0.16,"MSFT230915P00307500"
46,"MSFT230915C00310000",23.55,25.05,268,7221,5.3099995,26.831728,2023-09-05 15:48:47,25.1,0.385992468261719,TRUE,310,FALSE,0.243659907226562,0.23,2023-09-05 15:59:37,-54.90196,-0.27999997,12555,2640,0.23,0.2,"MSFT230915P00310000"
47,"MSFT230915C00312500",21,22.6,34,236,4.75,27.377522,2023-09-05 12:48:58,22.1,0.360113820800781,TRUE,312.5,FALSE,0.286139951171875,0.29,2023-09-05 15:55:21,-60.273975,-0.44000003,1622,428,0.71,0.13,"MSFT230915P00312500"
48,"MSFT230915C00315000",18.6,20.25,132,3342,4.949999,33.333324,2023-09-05 15:51:17,19.8,0.340826904296875,TRUE,315,FALSE,0.224861267089844,0.39,2023-09-05 15:56:42,-57.6087,-0.53000003,8294,2078,0.4,0.23,"MSFT230915P00315000"
49,"MSFT230915C00317500",16.3,17.9,226,578,4.950001,38.3721,2023-09-05 15:43:31,17.85,0.319586882324219,TRUE,317.5,FALSE,0.217292983398438,0.54,2023-09-05 15:59:00,-56.799995,-0.71,3292,746,0.55,0.52,"MSFT230915P00317500"
50,"MSFT230915C00320000",14.6,15,910,17359,3.92,35.636364,2023-09-05 15:59:19,14.92,0.261237856445312,TRUE,320,FALSE,0.210945390625,0.74,2023-09-05 15:59:12,-56.470592,-0.96000004,20677,4356,0.77,0.72,"MSFT230915P00320000"
51,"MSFT230915C00322500",11.8,13.4,352,977,4.25,46.961327,2023-09-05 15:44:36,13.3,0.282477878417969,TRUE,322.5,FALSE,0.205330212402344,1.05,2023-09-05 15:59:20,-54.347824,-1.25,1498,1446,1.08,1.01,"MSFT230915P00322500"
52,"MSFT230915C00325000",10.4,11.3,2203,5961,3.3499994,45.890404,2023-09-05 15:53:53,10.65,0.267219241943359,TRUE,325,FALSE,0.198616412353516,1.48,2023-09-05 15:59:46,-52.258064,-1.6199999,9909,4055,1.48,1.43,"MSFT230915P00325000"
53,"MSFT230915C00327500",7.8,9.15,1239,2102,2.85,48.71795,2023-09-05 15:51:49,8.7,0.245246805419922,TRUE,327.5,FALSE,0.193245372314453,1.95,2023-09-05 15:58:23,-51.25,-2.05,1664,1839,2.04,1.96,"MSFT230915P00327500"
54,"MSFT230915C00330000",6.8,7,4996,29051,2.4,53.93259,2023-09-05 15:59:34,6.85,0.2187578125,TRUE,330,FALSE,0.188728815917969,2.84,2023-09-05 15:59:39,-45.384617,-2.36,20705,3887,2.79,2.75,"MSFT230915P00330000"
55,"MSFT230915C00332500",5.35,5.45,2794,1919,2.15,63.235294,2023-09-05 15:58:22,5.55,0.212776427001953,TRUE,332.5,FALSE,0.186653641357422,3.85,2023-09-05 15:59:52,-41.666668,-2.75,462,1633,3.8,3.7,"MSFT230915P00332500"
56,"MSFT230915C00335000",4.05,4.2,6817,11500,1.6000001,65.30613,2023-09-05 15:59:46,4.05,0.211250563354492,FALSE,335,TRUE,0.182991568603516,5,2023-09-05 15:59:21,-39.39394,-3.25,5454,2319,5,4.9,"MSFT230915P00335000"
57,"MSFT230915C00337500",3,3.1,4300,1418,1.1800001,65.193375,2023-09-05 15:59:44,2.99,0.207405386962891,FALSE,337.5,TRUE,0.180000875854492,6.45,2023-09-05 15:56:01,-35.8209,-3.6000004,393,488,6.45,6.35,"MSFT230915P00337500"
58,"MSFT230915C00340000",2.19,2.24,6580,19467,0.9000001,69.230774,2023-09-05 15:59:59,2.2,0.205330212402344,FALSE,340,TRUE,0.183235706787109,8.2,2023-09-05 15:59:42,-34.4,-4.3,8178,299,8.25,7.3,"MSFT230915P00340000"
59,"MSFT230915C00342500",1.57,1.61,1013,1993,0.63000005,67.02128,2023-09-05 15:59:20,1.57,0.205940557861328,FALSE,342.5,TRUE,0.22461712890625,10.05,2023-09-05 15:57:23,-30.208332,-4.3499994,709,16,10.9,9.15,"MSFT230915P00342500"
60,"MSFT230915C00345000",1.1,1.16,2678,33045,0.45,65.217384,2023-09-05 15:59:59,1.14,0.208381939697266,FALSE,345,TRUE,0.229988168945312,11.55,2023-09-05 15:44:18,-30.421686,-5.05,3388,67,12.95,11.1,"MSFT230915P00345000"
61,"MSFT230915C00350000",0.58,0.61,2703,16321,0.19000003,46.34147,2023-09-05 15:59:25,0.6,0.216560568847656,FALSE,350,TRUE,0.188728815917969,16.75,2023-09-05 13:57:24,-24.276676,-5.370001,3664,71,16.8,15.65,"MSFT230915P00350000"
62,"MSFT230915C00355000",0.32,0.4,466,13258,0.09,33.333336,2023-09-05 15:50:00,0.36,0.236824038085937,FALSE,355,TRUE,0.205574350585937,21.24,2023-09-05 15:56:42,-22.679285,-6.2299995,271,5,21.65,20.65,"MSFT230915P00355000"
63,"MSFT230915C00360000",0.2,0.22,714,21793,0.030000001,17.647058,2023-09-05 15:54:40,0.2,0.246345427246094,FALSE,360,TRUE,0.375982802734375,26.25,2023-09-05 15:10:55,-17.685793,-5.6399994,15,1,27.8,25.3,"MSFT230915P00360000"
64,"MSFT230915C00365000",0.13,0.17,188,18782,0.010000005,7.6923122,2023-09-05 15:59:08,0.14,0.270026831054687,FALSE,365,TRUE,0.43945873046875,31.25,2023-09-05 15:10:55,-12.660702,-4.529999,1,1,33,30.6,"MSFT230915P00365000"
65,"MSFT230915C00370000",0.1,0.11,702,10725,0.009999998,9.999998,2023-09-05 15:59:19,0.11,0.283698569335937,FALSE,370,TRUE,0.452398054199219,36.4,2023-09-05 14:01:24,-11.50012,-4.7299995,10,5,37.65,35.7,"MSFT230915P00370000"
66,"MSFT230915C00375000",0.06,0.08,76,8328,0,0,2023-09-05 15:20:32,0.07,0.3007882421875,FALSE,375,TRUE,0.499516723632813,54.05,2023-08-16 15:37:02,0,0,0,2801,42.7,40.65,"MSFT230915P00375000"
67,"MSFT230915C00380000",0.05,0.06,122,17064,0,0,2023-09-05 15:54:44,0.06,0.31836619140625,FALSE,380,TRUE,0.473393937988281,59.15,2023-08-16 15:06:08,0,0,0,2290,47.15,45.55,"MSFT230915P00380000"
68,"MSFT230915C00385000",0.03,0.04,11,6209,-0.010000002,-20.000004,2023-09-05 15:42:43,0.04,0.33008482421875,FALSE,385,TRUE,0.537846418457031,58.02,2023-08-29 15:03:27,0,0,0,1,52.35,50.5,"MSFT230915P00385000"
69,"MSFT230915C00390000",0.02,0.06,28,16371,-0.020000001,-40.000004,2023-09-05 15:48:58,0.03,0.37305314453125,FALSE,390,TRUE,0.600589931640625,68.13,2023-08-21 14:10:48,0,0,0,1,57.55,55.4,"MSFT230915P00390000"
70,"MSFT230915C00395000",0.01,0.04,31,3132,-0.01,-25,2023-09-05 15:37:07,0.03,0.38086556640625,FALSE,395,TRUE,0.63086306640625,66.25,2023-08-23 14:17:00,0,0,0,5,62.5,60.55,"MSFT230915P00395000"
71,"MSFT230915C00400000",0.01,0.02,59,14044,-0.01,-50,2023-09-05 15:42:12,0.01,0.3789124609375,FALSE,400,TRUE,0.645023081054688,72.35,2023-08-23 15:38:49,0,0,1,1,67.35,65.6,"MSFT230915P00400000"
72,"MSFT230915C00405000",0,0.03,2,1646,0,0,2023-09-05 10:24:50,0.01,0.4179745703125,FALSE,405,TRUE,0.679202426757813,71.39,2023-09-05 14:32:02,-7.7290983,-5.9800034,0,2,72.35,70.65,"MSFT230915P00405000"
73,"MSFT230915C00410000",0,0.02,36,6960,-0.01,-33.333336,2023-09-05 15:34:43,0.02,0.42188078125,FALSE,410,TRUE,0.762697685546875,85.77,2023-08-28 13:31:40,0,0,0,2,77.7,74.65,"MSFT230915P00410000"
74,"MSFT230915C00415000",0,0.03,51,1724,0,0,2023-09-05 12:06:17,0.02,0.46289599609375,FALSE,415,TRUE,1.46716575012207,78.55,2023-07-26 15:09:47,0,0,0,58,93.2,90.15,"MSFT230915P00415000"
75,"MSFT230915C00420000",0,0.02,22,8288,0,0,2023-09-05 12:15:10,0.01,0.4687553125,FALSE,420,TRUE,1.50677736846924,82.35,2023-07-27 11:31:42,0,0,0,1,98,95.15,"MSFT230915P00420000"
76,"MSFT230915C00425000",0,0.02,45,1106,0,0,2023-09-01 14:39:49,0.01,0.4882863671875,FALSE,425,TRUE,0.59570716796875,98.65,2023-08-29 10:17:28,0,0,0,1,92.35,90.8,"MSFT230915P00425000"
77,"MSFT230915C00430000",0,0.01,8,5515,0,0,2023-09-01 14:06:24,0.01,0.476567734375,FALSE,430,TRUE,0.915528188476563,96.37,2023-09-05 14:40:03,-5.1476336,-5.2299957,2,2,97.85,94.85,"MSFT230915P00430000"
78,"MSFT230915C00435000",0,0.01,13,739,0,0,2023-09-05 09:30:10,0.01,0.500005,FALSE,435,TRUE,0.715823154296875,101.39,2023-09-05 14:40:03,-10.511918,-11.910004,0,2,102.85,100.6,"MSFT230915P00435000"
79,"MSFT230915C00440000",0,1,15,974,0,0,2023-09-01 12:14:17,0.01,0.811525322265625,FALSE,440,TRUE,1.70434718139648,104.13,2023-07-26 15:28:31,0,0,0,17,118.95,115.1,"MSFT230915P00440000"
80,"MSFT230915C00445000",0,0.01,162,1062,0,0,2023-08-17 14:20:43,0.01,0.51562984375,FALSE,445,TRUE,1.74939090148926,109.13,2023-07-26 15:28:35,0,0,0,8,123.95,120.25,"MSFT230915P00445000"
81,"MSFT230915C00450000",0,0.02,622,4706,0,0,2023-09-01 14:08:13,0.01,0.554691953125,FALSE,450,TRUE,0.758791474609375,126.23,2023-08-22 10:31:47,0,0,0,162,117.8,115.5,"MSFT230915P00450000"
82,"MSFT230915C00455000",0,1.2,20,752,0,0,2023-09-01 15:44:22,0.01,0.916993017578125,FALSE,455,TRUE,0.982910327148438,130.53,2023-08-22 10:28:29,0,0,0,4,122.35,120.35,"MSFT230915P00455000"
83,"MSFT230915C00460000",0,1,1,2457,0,0,2023-08-21 15:45:27,0.01,0.916504741210938,FALSE,460,TRUE,0.83007982421875,140.15,2023-08-21 12:32:11,0,0,0,1,127.9,125.5,"MSFT230915P00460000"
84,"MSFT230915C00465000",0,0.33,20,2234,0,0,2023-08-28 13:05:40,0.01,0.8085956640625,FALSE,465,TRUE,1.56189183898926,126.55,2023-07-05 13:34:44,0,0,0,NA,139,135.2,"MSFT230915P00465000"
85,"MSFT230915C00470000",0,0.01,4,208,0,0,2023-08-22 15:38:36,0.01,0.5937540625,FALSE,470,TRUE,1.03174312255859,147.48,2023-08-22 15:29:57,0,0,0,2,137.2,135.55,"MSFT230915P00470000"
86,"MSFT230915C00475000",0,1.35,100,1495,0,0,2023-08-15 15:55:01,0.01,1.03857902587891,FALSE,475,TRUE,0.85937640625,152.48,2023-08-16 15:46:06,0,0,0,NA,142.6,140.65,"MSFT230915P00475000"
87,"MSFT230915C00480000",0,0.03,1,482,0,0,2023-08-14 10:31:57,0.01,0.687503125,FALSE,480,TRUE,1.09375453125,157.48,2023-08-16 15:46:08,0,0,0,NA,147.25,145.6,"MSFT230915P00480000"
88,"MSFT230915C00485000",0,1.2,51,259,0,0,2023-08-14 10:42:24,0.01,1.06836403320313,FALSE,485,TRUE,0.820314296875,162.65,2023-08-16 15:46:11,0,0,0,22,152.5,150.55,"MSFT230915P00485000"
89,"MSFT230915C00490000",0,1.35,1,415,0,0,2023-08-31 11:20:55,0.03,1.11230912597656,FALSE,490,TRUE,0.80664255859375,167.67,2023-08-16 15:46:11,0,0,0,217,157.3,155.7,"MSFT230915P00490000"
90,"MSFT230915C00495000",0,0.01,52,1092,0,0,2023-08-14 12:43:26,0.01,0.687503125,FALSE,495,TRUE,1.26074588378906,168.32,2023-08-23 10:06:36,0,0,0,4,162.7,160.15,"MSFT230915P00495000"
91,"MSFT230915C00500000",0,0.01,1,2515,0,0,2023-09-01 09:30:09,0.01,0.687503125,FALSE,500,TRUE,0.94726615234375,176.6,2023-08-16 14:39:22,0,0,0,145,167.5,165.7,"MSFT230915P00500000"
92,"MSFT230915C00505000",0,0.76,12,451,0,0,2023-08-23 09:39:22,0.01,1.08691862792969,FALSE,505,TRUE,0.812501875,181.5,2023-08-16 14:39:22,0,0,0,NA,172.25,170.7,"MSFT230915P00505000"
93,"MSFT230915C00510000",0,0.76,98,102,0,0,2023-08-14 10:29:55,0.01,1.10840289550781,FALSE,510,TRUE,0.8789074609375,186.15,2023-08-16 14:39:22,0,0,0,NA,177.35,175.65,"MSFT230915P00510000"
94,"MSFT230915C00515000",0,0.76,118,235,0,0,2023-08-14 10:29:18,0.01,1.12988716308594,FALSE,515,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
95,"MSFT230915C00520000",0,0.76,9,166,0,0,2023-08-23 09:39:29,0.01,1.15088315185547,FALSE,520,TRUE,2.20435019226074,172.75,2023-07-25 11:15:28,0,0,0,NA,196.45,195.6,"MSFT230915P00520000"
96,"MSFT230915C00525000",0,0.03,3,26,0,0,2023-08-07 10:30:04,0.01,0.835939140625,FALSE,525,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
97,"MSFT230915C00530000",0,0.52,3,64,0,0,2023-08-07 10:21:44,0.01,1.13476995117188,FALSE,530,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
98,"MSFT230915C00535000",0,2.13,3,8,0,0,2023-07-25 15:57:55,0.13,1.41308887207031,FALSE,535,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
99,"MSFT230915C00540000",0,0.01,15,302,0,0,2023-08-01 13:25:41,0.02,0.812501875,FALSE,540,TRUE,1.34375328125,212.5,2023-08-29 10:37:35,0,0,0,NA,207.15,205.7,"MSFT230915P00540000"
